nothing,#Gc,logAge,[M/H],m_ini,logL,logTe,logg,m-M0,Av,comp.,mbol,Kepler,g,r,i,z,DDO51_finf,Mact
,1,9.69,-0.07,0.76588,-0.618,3.684,4.622,10.00,0.000,2,16.315,16.395,17.144,16.319,16.077,15.955,17.022,0.766
,1,9.69,-0.07,1.19388,0.589,3.793,4.042,10.30,0.000,1,13.597,13.537,13.817,13.480,13.421,13.440,13.665,1.192
,1,9.69,-0.07,0.80428,-0.507,3.700,4.596,10.30,0.000,2,16.337,16.369,17.030,16.293,16.084,15.988,16.860,0.804
,1,9.69,-0.07,1.27997,1.700,3.671,2.432,12.20,0.000,1,12.721,12.835,13.641,12.762,12.500,12.356,13.349,1.162
,1,9.69,-0.07,1.21873,0.654,3.771,3.901,12.20,0.000,2,15.334,15.277,15.631,15.214,15.123,15.117,15.454,1.216
,1,9.69,-0.07,1.26961,1.582,3.660,2.544,12.40,0.000,1,13.214,13.371,14.227,13.302,13.016,12.852,13.954,1.263
,1,9.69,-0.07,1.04680,0.168,3.778,4.348,12.40,0.000,2,16.749,16.691,17.028,16.630,16.547,16.549,16.860,1.046
,1,9.69,-0.07,1.27947,1.696,3.671,2.436,13.00,0.000,1,13.530,13.644,14.449,13.571,13.310,13.165,14.157,1.162
,1,9.69,-0.07,0.30092,-1.875,3.565,4.997,13.00,0.000,2,22.457,23.098,24.626,23.262,22.458,21.982,24.507,0.301
,1,9.69,-0.07,1.27251,2.151,3.626,1.839,13.90,0.000,1,13.292,13.609,14.675,13.557,13.183,12.950,14.389,1.260
,1,9.69,-0.07,0.38732,-1.642,3.579,4.931,13.90,0.000,2,22.775,23.338,24.778,23.457,22.731,22.297,24.709,0.387
,1,9.69,-0.05,1.23607,0.592,3.726,3.787,10.60,0.000,1,13.890,13.871,14.410,13.799,13.636,13.574,14.184,1.233
,1,9.69,-0.05,1.19803,0.599,3.788,4.012,10.60,0.000,2,13.871,13.810,14.109,13.752,13.685,13.698,13.951,1.196
,1,9.69,-0.03,1.21221,0.628,3.773,3.929,9.30,0.000,1,12.501,12.439,12.793,12.376,12.287,12.283,12.615,1.210
,1,9.69,-0.03,0.52688,-1.296,3.605,4.821,9.30,0.000,2,17.311,17.719,18.973,17.727,17.200,16.881,18.973,0.527
,1,9.69,-0.03,1.12319,0.342,3.779,4.208,9.80,0.000,0,13.715,13.654,13.987,13.592,13.512,13.515,13.818,1.122
,1,9.69,-0.03,1.19520,0.590,3.784,4.007,10.40,0.000,1,13.696,13.634,13.946,13.574,13.502,13.512,13.783,1.193
,1,9.69,-0.03,0.25380,-2.023,3.554,5.027,10.40,0.000,2,20.227,20.948,22.552,21.162,20.277,19.759,22.385,0.254
,1,9.69,-0.01,1.14855,0.464,3.782,4.106,10.10,0.000,0,13.711,13.648,13.971,13.586,13.511,13.518,13.804,1.147
,1,9.69,-0.01,1.15366,0.478,3.782,4.095,10.40,0.000,1,13.975,13.912,14.234,13.851,13.776,13.783,14.068,1.152
,1,9.69,-0.01,0.46311,-1.460,3.590,4.870,10.40,0.000,2,18.820,19.326,20.689,19.405,18.752,18.360,20.652,0.463
,1,9.69,-0.01,1.28269,1.696,3.666,2.418,11.60,0.000,0,12.129,12.259,13.094,12.186,11.915,11.763,12.806,1.164
,1,9.69,-0.01,1.27550,2.552,3.594,1.305,13.30,0.000,1,11.691,12.247,13.593,12.250,11.724,11.387,13.308,1.253
,1,9.69,-0.01,0.28968,-1.918,3.559,5.002,13.30,0.000,2,22.866,23.556,25.122,23.754,22.898,22.393,24.977,0.290
,1,9.69,0.01,1.28175,1.681,3.665,2.429,12.10,0.000,1,12.667,12.802,13.644,12.729,12.455,12.301,13.357,1.163
,1,9.69,0.01,0.72013,-0.781,3.657,4.652,12.10,0.000,2,18.823,19.000,19.918,18.929,18.620,18.451,19.887,0.720
,1,9.69,0.05,1.25667,0.769,3.686,3.455,10.00,0.000,1,12.846,12.916,13.651,12.840,12.606,12.486,13.419,1.254
,1,9.69,0.05,0.53224,-1.294,3.603,4.814,10.00,0.000,2,18.005,18.440,19.710,18.464,17.908,17.572,19.705,0.532
,1,9.69,0.05,1.28855,1.723,3.661,2.374,12.20,0.000,1,12.664,12.814,13.685,12.741,12.457,12.296,13.398,1.170
,1,9.69,0.05,0.40897,-1.599,3.577,4.904,12.20,0.000,2,20.968,21.580,23.040,21.739,20.952,20.486,22.958,0.409
,1,9.69,0.07,1.13515,0.349,3.777,4.198,9.70,0.000,0,13.597,13.529,13.876,13.464,13.382,13.386,13.703,1.134
,1,9.69,0.11,1.28964,1.681,3.659,2.407,13.20,0.000,0,13.768,13.926,14.817,13.853,13.564,13.398,14.535,1.171
,1,9.69,0.13,1.07567,0.178,3.768,4.311,9.80,0.000,0,14.125,14.056,14.444,13.988,13.892,13.886,14.261,1.075
,1,9.69,0.19,1.28767,1.542,3.648,2.541,12.10,0.000,1,13.016,13.224,14.187,13.155,12.835,12.646,13.931,1.282
,1,9.69,0.19,1.05353,0.103,3.760,4.345,12.10,0.000,2,16.612,16.544,16.968,16.472,16.365,16.351,16.778,1.053
,1,9.69,0.27,1.29681,1.682,3.654,2.389,13.30,0.000,0,13.866,14.043,14.987,13.968,13.665,13.489,14.707,1.179
,1,9.71,-0.59,1.17155,3.317,3.570,0.372,12.30,0.000,0,8.778,9.601,11.200,9.702,8.986,8.549,10.817,1.063
,1,9.71,-0.59,1.16402,1.377,3.696,2.855,12.60,0.000,1,13.927,13.982,14.611,13.921,13.700,13.590,14.344,1.159
,1,9.71,-0.59,0.28616,-1.788,3.600,5.027,12.60,0.000,2,21.841,22.192,23.456,22.179,21.681,21.389,23.434,0.286
,1,9.71,-0.55,1.12679,0.717,3.808,3.951,10.90,0.000,1,13.878,13.860,14.066,13.814,13.774,13.802,13.945,1.124
,1,9.71,-0.55,0.64814,-0.801,3.676,4.702,10.90,0.000,2,17.672,17.781,18.529,17.715,17.454,17.317,18.404,0.648
,1,9.71,-0.51,1.12370,0.685,3.809,3.986,10.70,0.000,0,13.756,13.736,13.940,13.690,13.652,13.682,13.820,1.121
,1,9.71,-0.51,1.18795,1.798,3.694,2.395,12.70,0.000,1,12.976,13.030,13.677,12.966,12.743,12.632,13.395,1.074
,1,9.71,-0.51,1.05779,0.401,3.813,4.261,12.70,0.000,2,16.468,16.454,16.652,16.409,16.373,16.408,16.534,1.056
,1,9.71,-0.51,1.18015,2.517,3.629,1.445,14.40,0.000,0,12.877,13.180,14.185,13.131,12.767,12.542,13.853,1.158
,1,9.71,-0.41,1.18421,1.762,3.690,2.410,10.90,0.000,0,11.266,11.328,12.004,11.262,11.033,10.917,11.718,1.063
,1,9.71,-0.41,1.17920,1.733,3.688,2.426,13.30,0.000,1,13.738,13.807,14.493,13.741,13.508,13.388,14.207,1.057
,1,9.71,-0.41,0.85303,-0.218,3.753,4.544,13.30,0.000,2,18.616,18.589,19.005,18.527,18.401,18.368,18.816,0.853
,1,9.71,-0.37,1.19066,1.734,3.685,2.420,12.10,0.000,1,12.536,12.610,13.312,12.543,12.306,12.183,13.023,1.068
,1,9.71,-0.37,1.05459,0.376,3.807,4.257,12.10,0.000,2,15.930,15.901,16.125,15.852,15.808,15.837,15.997,1.053
,1,9.71,-0.37,1.19119,1.732,3.685,2.421,13.50,0.000,0,13.941,14.017,14.720,13.950,13.712,13.588,14.431,1.068
,1,9.71,-0.35,1.00798,0.250,3.799,4.332,8.50,0.000,1,12.646,12.613,12.865,12.561,12.505,12.526,12.727,1.007
,1,9.71,-0.35,0.34710,-1.709,3.589,4.988,8.50,0.000,2,17.542,17.982,19.339,18.015,17.430,17.081,19.300,0.347
,1,9.71,-0.35,1.14068,0.646,3.807,4.022,9.90,0.000,1,13.054,13.020,13.239,12.972,12.931,12.961,13.112,1.138
,1,9.71,-0.35,1.12803,0.536,3.792,4.068,9.90,0.000,2,13.331,13.295,13.565,13.242,13.177,13.191,13.420,1.126
,1,9.71,-0.35,1.19264,1.655,3.671,2.486,11.30,0.000,0,11.933,12.054,12.827,11.988,11.723,11.576,12.537,1.186
,1,9.71,-0.35,1.20520,1.794,3.684,2.361,11.90,0.000,1,12.185,12.262,12.974,12.195,11.956,11.831,12.682,1.084
,1,9.71,-0.35,0.26552,-1.932,3.575,5.040,11.90,0.000,2,21.499,22.016,23.477,22.090,21.425,21.026,23.405,0.266
,1,9.71,-0.33,1.16644,0.698,3.768,3.823,9.80,0.000,0,12.825,12.787,13.141,12.729,12.628,12.614,12.964,1.164
,1,9.71,-0.33,1.20714,1.725,3.685,2.434,13.50,0.000,0,13.958,14.033,14.741,13.964,13.727,13.604,14.452,1.086
,1,9.71,-0.31,1.08996,0.408,3.801,4.218,8.70,0.000,1,12.449,12.412,12.654,12.361,12.310,12.335,12.519,1.089
,1,9.71,-0.31,0.59835,-1.033,3.639,4.751,8.70,0.000,2,16.054,16.299,17.309,16.243,15.879,15.672,17.293,0.598
,1,9.71,-0.31,1.13712,0.515,3.789,4.080,10.40,0.000,1,13.882,13.842,14.124,13.788,13.719,13.730,13.974,1.135
,1,9.71,-0.31,0.60274,-1.021,3.641,4.747,10.40,0.000,2,17.722,17.961,18.962,17.904,17.545,17.341,18.945,0.603
,1,9.71,-0.29,1.04427,0.286,3.798,4.309,9.30,0.000,1,13.356,13.318,13.574,13.265,13.209,13.230,13.434,1.043
,1,9.71,-0.29,0.12540,-2.764,3.491,5.209,9.30,0.000,2,20.981,22.134,24.364,22.699,21.323,20.566,24.173,0.125
,1,9.71,-0.29,1.21525,1.789,3.661,2.319,11.30,0.000,0,11.598,11.756,12.589,11.691,11.405,11.241,12.298,1.207
,1,9.71,-0.27,0.91881,-0.103,3.761,4.492,8.00,0.000,0,13.026,12.989,13.382,12.926,12.814,12.792,13.200,0.918
,1,9.71,-0.27,1.21815,1.538,3.672,2.619,11.20,0.000,1,12.125,12.238,13.010,12.171,11.909,11.766,12.727,1.213
,1,9.71,-0.27,0.38377,-1.616,3.590,4.943,11.20,0.000,2,20.011,20.465,21.820,20.507,19.909,19.551,21.782,0.384
,1,9.71,-0.27,1.21514,1.279,3.683,2.920,11.50,0.000,0,13.072,13.155,13.871,13.087,12.845,12.719,13.603,1.211
,1,9.71,-0.25,1.02066,0.164,3.787,4.376,7.90,0.000,0,12.260,12.217,12.515,12.161,12.089,12.098,12.361,1.020
,1,9.71,-0.25,1.23754,1.765,3.679,2.385,12.50,0.000,0,12.857,12.945,13.689,12.875,12.629,12.498,13.394,1.118
,1,9.71,-0.25,1.23846,1.809,3.676,2.328,13.70,0.000,0,13.948,14.045,14.805,13.975,13.722,13.586,14.506,1.119
,1,9.71,-0.23,1.22055,1.005,3.691,3.230,11.20,0.000,0,13.457,13.515,14.195,13.446,13.221,13.108,13.941,1.217
,1,9.71,-0.23,1.24491,2.945,3.578,0.802,12.00,0.000,0,9.407,10.100,11.587,10.138,9.529,9.140,11.272,1.126
,1,9.71,-0.23,1.24456,2.280,3.635,1.697,13.20,0.000,0,12.269,12.538,13.531,12.480,12.134,11.922,13.218,1.126
,1,9.71,-0.21,1.23090,1.309,3.679,2.880,12.00,0.000,1,13.498,13.590,14.332,13.521,13.273,13.141,14.062,1.227
,1,9.71,-0.21,0.70482,-0.748,3.670,4.659,12.00,0.000,2,18.641,18.771,19.590,18.699,18.423,18.277,19.506,0.705
,1,9.71,-0.19,1.25224,1.797,3.673,2.332,12.00,0.000,1,12.278,12.386,13.169,12.315,12.056,11.915,12.870,1.134
,1,9.71,-0.19,1.09468,0.333,3.795,4.270,12.00,0.000,2,15.938,15.890,16.160,15.835,15.776,15.796,16.015,1.094
,1,9.71,-0.17,1.03944,0.167,3.783,4.367,9.20,0.000,1,13.552,13.503,13.817,13.444,13.368,13.374,13.657,1.039
,1,9.71,-0.17,0.14775,-2.579,3.504,5.148,9.20,0.000,2,20.417,21.475,23.520,21.942,20.696,19.985,23.321,0.148
,1,9.71,-0.17,1.24976,1.706,3.675,2.431,12.30,0.000,1,12.804,12.903,13.674,12.831,12.578,12.441,13.378,1.130
,1,9.71,-0.17,0.44174,-1.484,3.594,4.890,12.30,0.000,2,20.779,21.225,22.548,21.262,20.677,20.327,22.524,0.442
,1,9.71,-0.15,0.99461,0.050,3.771,4.417,7.30,0.000,0,11.945,11.895,12.254,11.833,11.739,11.732,12.080,0.994
,1,9.71,-0.13,0.89484,-0.224,3.741,4.522,8.60,0.000,0,13.929,13.897,14.377,13.828,13.687,13.643,14.180,0.894
,1,9.71,-0.13,1.22627,0.638,3.704,3.648,10.10,0.000,0,13.276,13.302,13.933,13.230,13.029,12.935,13.696,1.223
,1,9.71,-0.13,1.24921,1.557,3.665,2.579,12.90,0.000,1,13.777,13.919,14.746,13.850,13.572,13.416,14.470,1.243
,1,9.71,-0.13,0.37413,-1.669,3.580,4.947,12.90,0.000,2,21.842,22.380,23.807,22.480,21.784,21.367,23.744,0.374
,1,9.71,-0.11,1.25316,1.791,3.651,2.290,12.80,0.000,1,13.092,13.287,14.193,13.221,12.913,12.732,13.908,1.245
,1,9.71,-0.11,0.13888,-2.664,3.494,5.167,12.80,0.000,2,24.231,25.380,27.531,25.937,24.580,23.808,27.319,0.139
,1,9.71,-0.09,1.19146,0.610,3.787,3.995,9.50,0.000,0,12.744,12.686,12.986,12.628,12.559,12.571,12.828,1.189
,1,9.71,-0.09,1.24376,0.979,3.686,3.241,11.00,0.000,1,13.321,13.393,14.113,13.321,13.086,12.966,13.864,1.240
,1,9.71,-0.09,1.12847,0.359,3.786,4.221,11.00,0.000,2,14.872,14.816,15.121,14.757,14.687,14.697,14.963,1.127
,1,9.71,-0.09,1.25050,1.369,3.670,2.792,11.90,0.000,1,13.247,13.365,14.164,13.294,13.030,12.884,13.897,1.246
,1,9.71,-0.09,1.04320,0.170,3.779,4.348,11.90,0.000,2,16.245,16.189,16.522,16.128,16.046,16.049,16.355,1.042
,1,9.71,-0.07,1.15432,0.404,3.780,4.161,10.00,0.000,0,13.761,13.702,14.030,13.641,13.562,13.566,13.863,1.153
,1,9.71,-0.07,1.26459,1.693,3.670,2.431,12.40,0.000,0,12.938,13.053,13.859,12.980,12.717,12.572,13.567,1.145
,1,9.71,-0.07,1.26612,1.711,3.670,2.411,13.10,0.000,1,13.592,13.710,14.520,13.637,13.373,13.227,14.228,1.147
,1,9.71,-0.07,1.00330,0.059,3.768,4.399,13.10,0.000,2,17.722,17.668,18.042,17.603,17.505,17.496,17.863,1.003
,1,9.71,-0.07,1.25908,2.774,3.579,1.016,13.10,0.000,1,10.936,11.627,13.104,11.672,11.055,10.660,12.800,1.225
,1,9.71,-0.07,0.99079,0.024,3.765,4.415,13.10,0.000,2,17.809,17.757,18.145,17.692,17.589,17.576,17.963,0.990
,1,9.71,-0.05,1.21742,0.614,3.745,3.834,9.60,0.000,1,12.834,12.793,13.254,12.724,12.591,12.554,13.044,1.215
,1,9.71,-0.05,0.20315,-2.208,3.544,5.075,9.60,0.000,2,19.889,20.673,22.355,20.930,19.980,19.426,22.170,0.203
,1,9.71,-0.03,1.25885,2.050,3.630,1.950,13.90,0.000,0,13.546,13.846,14.894,13.791,13.426,13.200,14.614,1.248
,1,9.71,0.01,1.19801,0.603,3.765,3.917,9.90,0.000,0,13.163,13.103,13.491,13.038,12.936,12.924,13.303,1.196
,1,9.71,0.01,1.26073,1.697,3.661,2.388,12.70,0.000,1,13.227,13.378,14.241,13.306,13.023,12.862,13.956,1.139
,1,9.71,0.01,1.04265,0.140,3.771,4.346,12.70,0.000,2,17.119,17.058,17.426,16.993,16.901,16.896,17.248,1.042
,1,9.71,0.01,1.26159,1.688,3.662,2.403,13.30,0.000,0,13.849,13.995,14.852,13.923,13.643,13.484,14.566,1.140
,1,9.71,0.03,0.76382,-0.658,3.673,4.617,6.70,0.000,0,13.115,13.230,14.053,13.154,12.886,12.746,13.970,0.764
,1,9.71,0.03,1.26680,1.679,3.664,2.420,13.00,0.000,1,13.572,13.711,14.563,13.638,13.361,13.205,14.277,1.146
,1,9.71,0.03,0.71880,-0.787,3.656,4.653,13.00,0.000,2,19.738,19.921,20.850,19.850,19.537,19.365,20.823,0.719
,1,9.71,0.05,1.25014,1.051,3.676,3.132,10.50,0.000,1,12.643,12.739,13.522,12.664,12.411,12.277,13.274,1.247
,1,9.71,0.05,1.15919,0.473,3.779,4.089,10.50,0.000,2,14.087,14.019,14.358,13.956,13.876,13.881,14.187,1.157
,1,9.71,0.05,1.27250,1.801,3.655,2.265,12.20,0.000,1,12.468,12.642,13.547,12.571,12.274,12.101,13.257,1.152
,1,9.71,0.05,0.65388,-0.970,3.635,4.710,12.20,0.000,2,19.396,19.675,20.745,19.626,19.236,19.011,20.753,0.654
,1,9.71,0.05,1.26151,1.917,3.633,2.098,12.50,0.000,1,12.477,12.759,13.795,12.701,12.343,12.124,13.524,1.252
,1,9.71,0.05,0.28011,-1.946,3.555,4.996,12.50,0.000,2,22.135,22.861,24.459,23.082,22.189,21.665,24.292,0.280
,1,9.71,0.07,1.26470,2.349,3.603,1.545,12.90,0.000,1,11.797,12.272,13.545,12.252,11.777,11.473,13.273,1.248
,1,9.71,0.07,0.49682,-1.386,3.594,4.842,12.90,0.000,2,21.136,21.636,22.972,21.709,21.069,20.686,22.942,0.497
,1,9.71,0.09,1.12443,0.330,3.775,4.204,9.80,0.000,0,13.746,13.676,14.033,13.610,13.525,13.526,13.857,1.123
,1,9.71,0.11,1.26880,2.711,3.571,1.048,11.30,0.000,1,9.291,10.135,11.734,10.268,9.504,9.037,11.385,1.239
,1,9.71,0.11,1.19538,0.559,3.768,3.973,11.30,0.000,2,14.674,14.606,14.990,14.538,14.442,14.435,14.804,1.193
,1,9.71,0.21,1.26633,1.186,3.663,2.951,11.90,0.000,0,13.706,13.851,14.729,13.776,13.493,13.334,14.491,1.263
,1,9.73,-0.59,1.04268,0.411,3.815,4.252,8.80,0.000,0,12.544,12.537,12.727,12.493,12.459,12.494,12.612,1.041
,1,9.73,-0.59,1.15909,1.745,3.700,2.458,11.70,0.000,1,12.107,12.149,12.765,12.087,11.873,11.769,12.491,1.047
,1,9.73,-0.59,0.53108,-1.148,3.640,4.818,11.70,0.000,2,19.340,19.570,20.553,19.515,19.157,18.955,20.512,0.531
,1,9.73,-0.59,1.16535,1.883,3.692,2.291,13.10,0.000,0,13.164,13.227,13.883,13.164,12.935,12.819,13.598,1.054
,1,9.73,-0.55,1.12045,0.723,3.800,3.909,10.90,0.000,1,13.863,13.841,14.072,13.793,13.740,13.759,13.942,1.118
,1,9.73,-0.55,0.86535,-0.129,3.767,4.519,10.90,0.000,2,15.992,15.970,16.327,15.914,15.808,15.790,16.154,0.865
,1,9.73,-0.53,1.16920,1.741,3.698,2.457,12.30,0.000,1,12.718,12.764,13.394,12.701,12.484,12.377,13.117,1.054
,1,9.73,-0.53,1.08138,0.490,3.808,4.158,12.30,0.000,2,15.846,15.829,16.043,15.783,15.739,15.767,15.919,1.080
,1,9.73,-0.51,1.10423,0.638,3.814,4.043,10.50,0.000,1,13.676,13.658,13.850,13.613,13.581,13.615,13.734,1.102
,1,9.73,-0.51,0.80282,-0.331,3.740,4.580,10.50,0.000,2,16.097,16.085,16.544,16.023,15.875,15.826,16.347,0.803
,1,9.73,-0.49,1.10461,0.634,3.812,4.039,10.00,0.000,1,13.186,13.165,13.364,13.120,13.085,13.117,13.246,1.102
,1,9.73,-0.49,0.53616,-1.158,3.635,4.811,10.00,0.000,2,17.666,17.919,18.947,17.866,17.490,17.277,18.921,0.536
,1,9.73,-0.49,1.17268,1.764,3.695,2.424,13.20,0.000,0,13.559,13.610,14.255,13.546,13.325,13.215,13.975,1.055
,1,9.73,-0.47,1.16471,2.156,3.649,1.884,12.10,0.000,0,11.480,11.685,12.566,11.626,11.313,11.128,12.249,1.151
,1,9.73,-0.45,1.16043,1.619,3.677,2.537,12.80,0.000,1,13.522,13.623,14.352,13.559,13.306,13.169,14.063,1.154
,1,9.73,-0.45,1.12599,0.704,3.777,3.840,12.80,0.000,2,15.809,15.777,16.088,15.723,15.636,15.631,15.928,1.123
,1,9.73,-0.41,1.15620,1.447,3.682,2.727,12.30,0.000,0,13.453,13.539,14.248,13.474,13.231,13.102,13.970,1.151
,1,9.73,-0.39,0.84748,-0.232,3.750,4.546,8.10,0.000,0,13.450,13.423,13.848,13.360,13.230,13.196,13.657,0.847
,1,9.73,-0.39,1.08016,0.538,3.803,4.089,9.90,0.000,1,13.326,13.294,13.528,13.245,13.196,13.221,13.396,1.078
,1,9.73,-0.39,0.14609,-2.567,3.512,5.164,9.90,0.000,2,21.088,22.046,24.034,22.417,21.290,20.657,23.859,0.146
,1,9.73,-0.37,1.17300,1.993,3.652,2.065,12.40,0.000,0,12.188,12.378,13.249,12.317,12.012,11.834,12.943,1.162
,1,9.73,-0.37,1.17466,2.669,3.607,1.203,13.70,0.000,0,11.798,12.231,13.420,12.199,11.763,11.485,13.107,1.144
,1,9.73,-0.35,1.12349,0.615,3.806,4.042,9.40,0.000,0,12.633,12.599,12.822,12.550,12.507,12.536,12.693,1.121
,1,9.73,-0.35,1.08534,0.438,3.797,4.170,10.40,0.000,1,14.076,14.041,14.295,13.989,13.932,13.951,14.156,1.084
,1,9.73,-0.35,1.01921,0.286,3.800,4.306,10.40,0.000,2,14.455,14.422,14.669,14.371,14.317,14.339,14.533,1.018
,1,9.73,-0.35,1.13309,0.645,3.802,3.999,10.50,0.000,0,13.657,13.621,13.856,13.571,13.522,13.547,13.723,1.131
,1,9.73,-0.35,1.12081,0.606,3.807,4.052,10.80,0.000,1,14.054,14.020,14.241,13.971,13.930,13.959,14.113,1.119
,1,9.73,-0.35,0.60593,-0.999,3.644,4.743,10.80,0.000,2,18.067,18.291,19.262,18.231,17.885,17.690,19.238,0.606
,1,9.73,-0.35,1.19062,1.858,3.678,2.266,13.50,0.000,0,13.626,13.719,14.461,13.652,13.401,13.267,14.161,1.067
,1,9.73,-0.33,0.83175,-0.308,3.739,4.566,7.70,0.000,1,13.240,13.221,13.697,13.155,13.008,12.959,13.500,0.831
,1,9.73,-0.33,0.46762,-1.387,3.608,4.874,7.70,0.000,2,15.938,16.293,17.510,16.278,15.794,15.508,17.500,0.468
,1,9.73,-0.33,1.12590,0.602,3.806,4.056,10.50,0.000,0,13.765,13.729,13.953,13.680,13.637,13.667,13.824,1.124
,1,9.73,-0.33,1.18693,1.741,3.665,2.374,12.50,0.000,1,12.917,13.059,13.865,12.994,12.716,12.560,13.574,1.179
,1,9.73,-0.33,0.56667,-1.113,3.632,4.780,12.50,0.000,2,20.054,20.323,21.380,20.273,19.886,19.664,21.368,0.567
,1,9.73,-0.31,1.20369,1.759,3.684,2.393,11.50,0.000,0,11.872,11.950,12.667,11.881,11.642,11.516,12.375,1.081
,1,9.73,-0.31,1.20389,1.767,3.683,2.383,12.70,0.000,0,13.052,13.131,13.851,13.062,12.822,12.696,13.558,1.082
,1,9.73,-0.29,0.89166,-0.159,3.755,4.513,8.60,0.000,1,13.768,13.733,14.148,13.670,13.548,13.520,13.959,0.891
,1,9.73,-0.29,0.46263,-1.408,3.605,4.877,8.60,0.000,2,16.891,17.262,18.502,17.255,16.754,16.455,18.493,0.463
,1,9.73,-0.29,1.16862,0.655,3.751,3.800,10.90,0.000,1,14.032,13.998,14.418,13.935,13.809,13.776,14.219,1.166
,1,9.73,-0.29,0.86053,-0.246,3.745,4.542,10.90,0.000,2,16.284,16.257,16.711,16.191,16.054,16.013,16.516,0.860
,1,9.73,-0.29,1.19009,1.014,3.693,3.217,11.50,0.000,1,13.734,13.790,14.456,13.722,13.500,13.389,14.201,1.187
,1,9.73,-0.29,0.38495,-1.609,3.591,4.942,11.50,0.000,2,20.292,20.734,22.079,20.769,20.184,19.834,22.044,0.385
,1,9.73,-0.27,1.02503,0.218,3.792,4.343,9.50,0.000,1,13.725,13.684,13.965,13.630,13.564,13.578,13.816,1.024
,1,9.73,-0.27,0.96398,0.025,3.774,4.440,9.50,0.000,2,14.209,14.166,14.510,14.107,14.015,14.009,14.340,0.963
,1,9.73,-0.25,1.14458,0.539,3.792,4.072,10.40,0.000,1,13.823,13.779,14.053,13.725,13.662,13.677,13.905,1.143
,1,9.73,-0.25,1.06807,0.320,3.797,4.280,10.40,0.000,2,14.371,14.329,14.591,14.275,14.218,14.239,14.448,1.067
,1,9.73,-0.25,1.19906,0.908,3.695,3.333,11.10,0.000,0,13.599,13.649,14.310,13.581,13.362,13.254,14.060,1.196
,1,9.73,-0.25,1.21743,1.713,3.680,2.430,13.00,0.000,1,13.487,13.573,14.313,13.503,13.258,13.128,14.020,1.096
,1,9.73,-0.25,0.43094,-1.496,3.597,4.901,13.00,0.000,2,21.510,21.926,23.228,21.945,21.392,21.060,23.208,0.431
,1,9.73,-0.23,1.21332,1.410,3.675,2.757,9.90,0.000,0,11.145,11.248,12.007,11.179,10.924,10.786,11.730,1.209
,1,9.73,-0.23,1.19497,0.660,3.707,3.628,10.20,0.000,0,13.321,13.344,13.951,13.274,13.077,12.987,13.714,1.192
,1,9.73,-0.21,1.05200,0.241,3.790,4.327,7.60,0.000,1,11.768,11.722,12.009,11.666,11.600,11.614,11.858,1.051
,1,9.73,-0.21,0.53497,-1.230,3.617,4.812,7.60,0.000,2,15.446,15.782,16.948,15.755,15.302,15.036,16.946,0.535
,1,9.73,-0.21,1.14156,0.460,3.784,4.117,10.30,0.000,1,13.920,13.872,14.177,13.815,13.740,13.747,14.019,1.140
,1,9.73,-0.21,0.12656,-2.762,3.488,5.201,10.30,0.000,2,21.976,23.162,25.407,23.760,22.347,21.563,25.205,0.127
,1,9.73,-0.21,1.21829,1.432,3.673,2.729,12.50,0.000,0,13.690,13.799,14.570,13.729,13.471,13.330,14.293,1.213
,1,9.73,-0.19,1.23462,1.712,3.678,2.431,13.20,0.000,0,13.691,13.782,14.538,13.711,13.462,13.330,14.244,1.114
,1,9.73,-0.17,1.10841,0.362,3.791,4.229,10.20,0.000,1,14.065,14.015,14.300,13.959,13.894,13.909,14.149,1.107
,1,9.73,-0.17,1.07010,0.256,3.789,4.314,10.20,0.000,2,14.329,14.280,14.572,14.223,14.155,14.169,14.419,1.069
,1,9.73,-0.15,1.17346,0.606,3.791,4.012,9.50,0.000,1,12.755,12.702,12.982,12.646,12.583,12.599,12.831,1.171
,1,9.73,-0.15,0.47577,-1.402,3.600,4.864,9.50,0.000,2,17.775,18.184,19.461,18.195,17.658,17.333,19.454,0.476
,1,9.73,-0.15,1.12172,0.381,3.788,4.205,10.20,0.000,1,14.017,13.965,14.260,13.908,13.840,13.852,14.105,1.120
,1,9.73,-0.15,1.08892,0.299,3.790,4.281,10.20,0.000,2,14.222,14.171,14.461,14.114,14.048,14.062,14.308,1.088
,1,9.73,-0.13,1.23210,1.360,3.672,2.802,10.70,0.000,0,12.070,12.182,12.966,12.111,11.851,11.709,12.696,1.227
,1,9.73,-0.13,1.23616,1.705,3.656,2.393,12.60,0.000,1,13.108,13.283,14.156,13.216,12.920,12.748,13.875,1.229
,1,9.73,-0.13,0.58109,-1.126,3.624,4.771,12.60,0.000,2,20.186,20.500,21.628,20.460,20.038,19.790,21.634,0.581
,1,9.73,-0.13,1.23787,2.101,3.632,1.900,13.60,0.000,1,13.117,13.404,14.426,13.349,12.992,12.772,14.136,1.226
,1,9.73,-0.13,0.85176,-0.339,3.726,4.558,13.60,0.000,2,19.218,19.202,19.741,19.130,18.966,18.904,19.540,0.851
,1,9.73,-0.11,1.12315,0.364,3.785,4.212,10.00,0.000,1,13.861,13.806,14.113,13.748,13.676,13.686,13.954,1.122
,1,9.73,-0.11,0.23724,-2.068,3.555,5.047,10.00,0.000,2,19.939,20.636,22.236,20.830,19.975,19.474,22.077,0.237
